spa-30-01903756-n;n;neutral;0.75;caparazón,concha,cutícula;-1
spa-30-00001740-a;a;positive;0.75;capaz;-1
spa-30-01131043-a;a;negative;0.75;malo,malvado;-1
spa-30-05980875-n;n;neutral;0.75;fin,finalidad,meta,objetivo,propósito;-1
spa-30-06601327-n;n;positive;0.75;significación,significado;-1
spa-30-01640207-v;v;positive;0.75;crear;-1
spa-30-01438304-v;v;neutral;0.75;entregar,librar;-1
spa-30-02427103-v;v;positive;0.75;establecer,fundar,instaurar,lanzar;-1
spa-30-06532330-n;n;neutral;0.75;ley;-1
spa-30-00001740-v;v;neutral;0.75;aspirar,respirar;-1
spa-30-02313250-v;v;negative;0.75;privar;-1
spa-30-02367785-a;a;neutral;0.75;seco;-1
spa-30-02321757-v;v;negative;0.75;afanar,quitar,robar;-1
spa-30-07546465-n;n;negative;0.75;odio;-1
spa-30-01288091-a;a;negative;0.75;inadvertido;-1
spa-30-00632438-a;a;negative;0.75;incorrecto;-1
spa-30-00074641-r;r;neutral;0.75;adelante,hacia_adelante,p'alante,palante,para_adelante;-1
spa-30-13388245-n;n;neutral;0.75;moneda,pieza;-1
spa-30-01675190-a;a;positive;0.75;extraordinario;-1
spa-30-01129977-a;a;positive;0.75;bueno;-1
spa-30-02385102-a;a;neutral;0.75;alto;-1
spa-30-00461506-r;r;negative;0.75;escuálido,sórdidamente,sórdido;-1
spa-30-01364008-a;a;negative;0.75;afligido;-1
spa-30-00235701-r;r;neutral;0.75;obstinadamente,tenazmente;-1
spa-30-07320302-n;n;positive;0.75;nacimiento;-1
spa-30-01482075-v;v;negative;0.75;colgar,pender;-1
spa-30-00752764-v;v;neutral;0.75;pedir,solicitar;-1
spa-30-01258617-a;a;neutral;0.75;humano;-1
spa-30-13994148-n;n;positive;0.75;independencia;-1
spa-30-05865998-n;n;neutral;0.75;punto;-1
spa-30-01053144-a;a;negative;0.75;maloliente;-1
spa-30-01742726-v;v;positive;0.75;cultivar;-1
spa-30-02743547-n;n;positive;0.75;arte,bellas_artes;-1
spa-30-00299580-v;v;neutral;0.75;acomodar,adaptar;-1
spa-30-00586262-n;n;neutral;0.75;cargo,oficina,posición,puesto;-1
spa-30-01889256-a;a;positive;0.75;orgulloso;-1
spa-30-01494310-v;v;neutral;0.75;poner;-1
spa-30-00095280-a;a;negative;0.75;muerto;-1
spa-30-01148283-a;a;positive;0.75;contento,feliz;-1
spa-30-00262792-a;a;positive;0.75;valeroso,valiente;-1
spa-30-01028748-v;v;neutral;0.75;llamar;-1
spa-30-05311054-n;n;neutral;0.75;oculus,ojo;-1
spa-30-00408660-a;a;neutral;0.75;claro,pálido;-1
